PostNumber,SymptomName,PostLink,Title,Author,Total_Replies,Total_Weight
65,"['Blind Vision', 'Communicable Diseases', 'Agenesis of corpus callosum', 'Carpal Tunnel Syndrome', 'Influenza', 'Liver Abscess, Amebic', 'Cancer-Associated Retinopathy', 'Coronavirus Infections', 'Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Acute infectious disease', 'Chronic otitis media', 'Failure of Tooth Eruption, Primary', 'Simian Acquired Immunodeficiency Syndrome', 'organic disorders', 'Wiskott-Aldrich Syndrome', 'Disease', 'Gray Platelet Syndrome', 'Painful Bladder Syndrome', 'Seizures', 'Tired', 'Muscular stiffness', 'Catch - Finding of sensory dimension of pain', 'Coughing', 'Dryness of eye', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Blind Vision', 'Communicable Diseases', 'Agenesis of corpus callosum', 'Carpal Tunnel Syndrome', 'Influenza', 'Liver Abscess, Amebic', 'Cancer-Associated Retinopathy', 'Coronavirus Infections', 'Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Acute infectious disease', 'Chronic otitis media', 'Failure of Tooth Eruption, Primary', 'organic disorders', 'Disease', 'Gray Platelet Syndrome', 'Painful Bladder Syndrome', 'Seizures', 'Tired', 'Muscular stiffness', 'Catch - Finding of sensory dimension of pain', 'Coughing', 'Dryness of eye', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/masks-1/,masks: how do you encourage people that they help?,tjdog @tjdog,96,4800.7692307692305
66,"['Communicable Diseases', 'Sensorineural Hearing Loss (disorder)', 'Coronavirus Infections', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'Paramyotonia Congenita (disorder)', 'Triglyceride storage disease with ichthyosis', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Rubella', 'Vestibular Diseases', 'Gray Platelet Syndrome', 'Scarlet Fever', 'Pneumonia', 'Benign paroxysmal positional vertigo', 'Bronchitis', 'Measles', 'Testicular regression syndrome', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Virus Diseases', 'Gonorrhea', ""Little's Disease"", 'Acquired Immunodeficiency Syndrome', 'Chronic otitis media', 'Lung Diseases, Obstructive', 'Disease', 'Coughing', 'Equilibration disorder', 'Aural pressure', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Communicable Diseases', 'Sensorineural Hearing Loss (disorder)', 'Coronavirus Infections', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'Paramyotonia Congenita (disorder)', 'Triglyceride storage disease with ichthyosis', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Rubella', 'Vestibular Diseases', 'Gray Platelet Syndrome', 'Scarlet Fever', 'Pneumonia', 'Benign paroxysmal positional vertigo', 'Bronchitis', 'Measles', 'Testicular regression syndrome', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Virus Diseases', 'Gonorrhea', ""Little's Disease"", 'Acquired Immunodeficiency Syndrome', 'Chronic otitis media', 'Lung Diseases, Obstructive', 'Disease', 'Coughing', 'Equilibration disorder', 'Aural pressure', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/hearing-loss-after-covid/,hearing loss after covid,heatnor @heatnor,32,1600.7575757575758
67,"['Tachycardia, Ectopic Junctional', 'Heparin-induced thrombocytopenia', 'Common Cold', 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Pulmonary congestion', 'Gonorrhea', 'Geroderma osteodysplastica', 'Allergic disposition', 'Anorexia', ""Little's Disease"", 'Streptococcal sore throat', 'Wiskott-Aldrich Syndrome', 'Peripheral Vascular Diseases', 'Sciatica', 'Ache', 'Tired', 'BODY PAIN', 'Vomiting', 'Fatigue', 'Headache', 'Rhinorrhea', 'Actual Inability To Taste', 'Nausea', 'Congestion of throat', 'Dry cough', 'Coughing', 'Asthenia', 'Night sweats', 'Chills', 'Dyspnea', 'Sore to touch', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Gonorrhea', 'Geroderma osteodysplastica', 'Tachycardia, Ectopic Junctional', 'Allergic disposition', 'Anorexia', ""Little's Disease"", 'Common Cold', 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Pulmonary congestion', 'Streptococcal sore throat', 'Peripheral Vascular Diseases', 'Sciatica', 'Ache', 'Tired', 'BODY PAIN', 'Vomiting', 'Fatigue', 'Headache', 'Rhinorrhea', 'Actual Inability To Taste', 'Nausea', 'Congestion of throat', 'Dry cough', 'Coughing', 'Asthenia', 'Night sweats', 'Chills', 'Dyspnea', 'Sore to touch', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/common-symptoms-no-cough/,"common symptoms, no cough",daphne47 @daphne47,16,800.7462686567164
68,"['Preeclamptic toxemia', 'Dermatofibrosis lenticularis disseminata', 'Elliptocytosis, Hereditary', 'Disease', 'nan', 'nan', 'nan', 'nan', 'nan', 'Preeclamptic toxemia', 'Elliptocytosis, Hereditary', 'Disease', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/my-boss-spread-covid-19-intentionally/,my boss spread covid-19 intentionally,blueraven @blueraven,18,900.7352941176471
69,"['Chronic lobular hepatitis', 'Heparin-induced thrombocytopenia', 'Bronchiectasis', 'Wolf-Hirschhorn Syndrome', 'Acute gastroenteritis', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Lesch-Nyhan Syndrome', 'Asthma', 'Simian Acquired Immunodeficiency Syndrome', 'Gray Platelet Syndrome', 'Preeclamptic toxemia', 'Vitelliform Macular Dystrophy', 'Van der Woude syndrome', 'Carpal Tunnel Syndrome', 'Common Cold', 'Chronic Obstructive Airway Disease', 'Testicular regression syndrome', 'Cancer-Associated Retinopathy', 'Tropical Spastic Paraparesis', 'Hyperostosis, Diffuse Idiopathic Skeletal', 'Myocardial Ischemia', 'Gonorrhea', 'Punctate inner choroidopathy', ""Little's Disease"", 'Lung Diseases, Obstructive', 'STUVE-WIEDEMANN SYNDROME', 'Wiskott-Aldrich Syndrome', 'Flatulence', 'Indifferent mood', 'Muscular stiffness', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Chronic lobular hepatitis', 'Bronchiectasis', 'Wolf-Hirschhorn Syndrome', 'Acute gastroenteritis', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Lesch-Nyhan Syndrome', 'Asthma', 'Gray Platelet Syndrome', 'Preeclamptic toxemia', 'Vitelliform Macular Dystrophy', 'Van der Woude syndrome', 'Carpal Tunnel Syndrome', 'Common Cold', 'Chronic Obstructive Airway Disease', 'Testicular regression syndrome', 'Cancer-Associated Retinopathy', 'Tropical Spastic Paraparesis', 'Hyperostosis, Diffuse Idiopathic Skeletal', 'Myocardial Ischemia', 'Gonorrhea', 'Punctate inner choroidopathy', ""Little's Disease"", 'Lung Diseases, Obstructive', 'STUVE-WIEDEMANN SYNDROME', 'Flatulence', 'Indifferent mood', 'Muscular stiffness', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/hey-there-grandmas-and-grandpas-opportunity-knocks/,grandmas and grandpas...opportunity knocks! ideas during covid,"chris trout, volunteer mentor @artscaping",124,6200.724637681159
70,"['Preeclamptic toxemia', 'Jet Lag Syndrome', 'Exanthema', 'Common Cold', 'Fibromyalgia', 'Inclusion Body Myositis (disorder)', 'Age related macular degeneration', 'Gonorrhea', 'Geroderma osteodysplastica', 'Circadian Rhythm Disorders', 'Sexually Transmitted Diseases', 'Pentalogy of Cantrell', ""Little's Disease"", 'Preeclamptic toxemia', 'Jet Lag Syndrome', 'Exanthema', 'Common Cold', 'Fibromyalgia', 'Inclusion Body Myositis (disorder)', 'Age related macular degeneration', 'Gonorrhea', 'Geroderma osteodysplastica', 'Circadian Rhythm Disorders', 'Sexually Transmitted Diseases', 'Pentalogy of Cantrell', ""Little's Disease"", 'Multiple Epiphyseal Dysplasia', 'Lung Diseases, Obstructive', 'STUVE-WIEDEMANN SYNDROME', 'Reflex Sympathetic Dystrophy', 'Gray Platelet Syndrome', 'Hunger', 'Hypersomnia', 'Depressive Symptoms', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/covid-and-the-end-of-daylight-savings-time/,covid and the end of daylight savings time,"merry, volunteer mentor @merpreb",48,2400.714285714286
71,"['Gonorrhea', 'Geroderma osteodysplastica', 'Dysosteosclerosis', 'Disease', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/who-can-visit-a-patient-during-covid-19-times/,who can visit a patient during covid 19 times?,vanessag @vanessag,6,300.7042253521127
72,"['MRSA - Methicillin resistant Staphylococcus aureus infection', 'Psoriasis', 'AUTOINFLAMMATION, LIPODYSTROPHY, AND DERMATOSIS SYNDROME', 'Acute gastroenteritis', 'Coronavirus Infections', 'Geroderma osteodysplastica', 'Congenital Thrombotic Thrombocytopenic Purpura', 'Pneumopericardium', 'Infantile Neuroaxonal Dystrophy', 'Sexually Transmitted Diseases', 'Pancreatic Pseudocyst', 'Lung Problem', 'Mandibuloacral dysostosis', 'Zunich neuroectodermal syndrome', 'Nodular glomerulosclerosis', 'Agenesis of corpus callosum', 'Carpal Tunnel Syndrome', 'Cancer-Associated Retinopathy', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Gonorrhea', 'WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME', ""Little's Disease"", 'Purpura pigmentosa chronica', 'Chronic otitis media', 'Disease', 'Seizures', 'Signs and Symptoms', 'Muscular stiffness', 'Coughing', 'Tremor', 'Clouded consciousness', 'Sore to touch', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/best-and-worst-masks-covid-19/,best and worst masks covid-19,cindiwass @cindiwass,82,4100.694444444444
73,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pallister-Hall syndrome', 'Communicable Diseases', 'Infantile Neuroaxonal Dystrophy', 'Malignant hyperpyrexia due to anesthesia', 'Reflex Sympathetic Dystrophy', 'Decompression Sickness', 'Coronavirus Infections', 'Signs and Symptoms', 'Exhaustion', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/tested-negative-twice-for-covid/,tested negative twice for covid,ihatediabetes @ihatediabetes,14,700.6849315068494
74,"['Pulmonary Stenosis', 'Communicable Diseases', 'RAINE SYNDROME', 'Hamman-Rich syndrome', 'Psoriasis', 'Hepatorenal Syndrome', 'Liver diseases', 'Acute gastroenteritis', 'Geroderma osteodysplastica', 'Severe Acute Respiratory Syndrome', 'Asthma', 'Recurrent disease', 'Gray Platelet Syndrome', 'Multi-infarct dementia', 'Carpal Tunnel Syndrome', 'Chronic Obstructive Airway Disease', 'Cancer-Associated Retinopathy', 'Testicular regression syndrome', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Gonorrhea', 'Chronically Ill', 'Oculocerebrocutaneous syndrome', 'Malignant hyperpyrexia due to anesthesia', ""Little's Disease"", 'Lung Diseases, Obstructive', 'STUVE-WIEDEMANN SYNDROME', 'Juvenile-Onset Still Disease', 'HIV-infection (AIDS/ARC)', 'Disease', 'Signs and Symptoms', 'Agitation', 'gastrointestinal gas', 'Upset stomach', 'Coughing', 'Sighing respiration', 'Tremor', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/our-10-yr-old-was-just-diagnosed-with-covid-19/,our 10 yr old was just diagnosed with covid-19,fiesty76 @fiesty76,84,4200.675675675676
75,"['Chronic otitis media', 'Coronavirus Infections', 'nan']",https://connect.mayoclinic.org/discussion/monthly-coronavirus-statistics-worldwide-and-in-usa/,monthly coronavirus statistics worldwide and in usa,don higgins @dsh33782,8,400.6666666666667
76,"['Gonorrhea', 'Geroderma osteodysplastica', 'Interstitial emphysema', 'Lung Diseases, Obstructive', 'Chronic Obstructive Airway Disease', 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/food-shelf-frenzy/,food shelf frenzy,ihatediabetes @ihatediabetes,8,400.6578947368421
77,"['underlying infection', 'Subacute thyroiditis', 'Sinus Tachycardia', 'Pharyngitis', 'Pneumonia', 'Vitamin D Deficiency', 'Dehydration', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Influenza', 'Wolf-Hirschhorn Syndrome', 'Testicular regression syndrome', 'Pneumocystis jiroveci pneumonia', 'Acute gastroenteritis', 'Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME', 'Asthma', 'Malnutrition', 'Recurrent disease', 'Decompression Sickness', 'Gray Platelet Syndrome', 'Mass of body region', 'BODY PAIN', 'CHEST BURNING PAIN OF', 'Halitosis', 'Fatigue', 'Malaise', 'Myalgia', 'Headache', 'chest burning', 'Rhinorrhea', 'General symptom', 'Sore Throat', 'Dizziness', 'Fatigue - symptom', 'Chills', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/covid-symptoms-lasting-30-days-plus/,covid-19 long haulers: symptoms lasting 30 days plus,lmspencerpac @lmspencerpac,32,1600.6493506493507
78,"['Gonorrhea', 'Geroderma osteodysplastica', 'Gray Platelet Syndrome', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/how-to-stay-up-to-date-with-comments-particularly-relevant-for-oneself/,how to stay up to date with comments particularly relevant for oneself,barbb @barbb,16,800.6410256410256
79,"['Communicable Diseases', 'Disorder of face', 'Severe Acute Respiratory Syndrome', 'Common Cold', 'Acquired Immunodeficiency Syndrome', 'Encephalomyelitis, Western Equine', 'Influenza', 'Chronic Obstructive Airway Disease', 'Bronchitis, Chronic', 'Herpes zoster disease', 'Coronavirus Infections', 'Disease', 'Syncope', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/donating-blood/,donating blood during covid-19,schlegdiesel @schlegdiesel,38,1900.632911392405
80,"['Communicable Diseases', 'Pharyngitis', 'Common Cold', 'Diabetes Mellitus', 'Asthma', 'Chronic disease', 'Coronavirus Infections', 'Hemorrhagic Fever, Ebola', 'Sore Throat', 'Flushing', 'Nervousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/heard-something-about-reinfection/,heard something about covid and reinfection,cindiwass @cindiwass,36,1800.625
81,"['Infantile Neuroaxonal Dystrophy', 'Malaria', 'Coronavirus Infections', 'Painful Bladder Syndrome', 'Flatulence', 'Chronic back pain', 'Spasmodic movement', 'Signs and Symptoms', 'Verbal auditory hallucinations', 'Gait, Drop Foot', 'Clouded consciousness', 'Exhaustion', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/isolation-how-do-we-handle-it/,isolation: how do we handle it?,"teresa, volunteer mentor @hopeful33250",300,15000.617283950618
82,"['Infantile Neuroaxonal Dystrophy', 'Coronavirus Infections', 'Illness (finding)', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/its-july-and-still-no-decisions-about-public-schools-reopening/,covid: july and still no decisions about public schools reopening,fiesty76 @fiesty76,30,1500.6097560975609
83,"['Severe Acute Respiratory Syndrome', 'Myocardial Infarction', 'Coronavirus Infections', 'Seizures', 'HEART PROBLEM', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/covid-19-testing/,covid-19 testing: how are the data calculated?,tjdog @tjdog,22,1100.6024096385543
84,"['Congenital Thrombotic Thrombocytopenic Purpura', 'Infantile Neuroaxonal Dystrophy', 'Punctate inner choroidopathy', 'Total Hypotrichosis, Mari type', 'Comatose', 'Macrophage Activation Syndrome', 'Pain', 'Feeling despair', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/grief-in-the-time-of-covid-19/,grief in the time of covid-19,fiesty76 @fiesty76,52,2600.595238095238
85,"['Pneumonia', 'Pulmonary Fibrosis', 'Chronic Obstructive Airway Disease', 'Lung diseases', 'Rare Diseases', 'Pulmonary Alveolar Proteinosis', 'Paramyotonia Congenita (disorder)', 'Disease', 'Flushing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/lung-lavage/,lung lavage,craigm1209 @craigm1209,2,100.58823529411765
86,"['Hepatic methionine adenosyltransferase deficiency', 'Communicable Diseases', 'Upper Respiratory Infections', 'Disease', 'Diarrhea', 'Vomiting', 'Weakness', 'Pain', 'Nightmares', 'Clouded consciousness', 'Exhaustion', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/covid-19-what-does-it-mean-for-people-in-icu-and-for-families/,covid-19: what does it mean for people in icu and for families?,"rosemary, volunteer mentor @rosemarya",156,7800.581395348837
87,"['Gonorrhea', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Autoimmune Diseases', ""Little's Disease"", 'Lung Diseases, Obstructive', 'Cancer-Associated Retinopathy', 'Nephritis, Interstitial', 'Angle Closure Glaucoma', 'Gray Platelet Syndrome', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/,covid-19 and cancer: how are you preparing for the re-opening?,"merry, volunteer mentor @merpreb",28,1400.5747126436781
88,"['Communicable Diseases', 'Adult Fanconi syndrome', 'Thromboembolism', 'Deep Vein Thrombosis', 'Dehydration', 'POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE', 'multiple pathologies', 'Giant Cell Arteritis', 'Coronavirus Infections', 'Acute gastroenteritis', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Anemia, Diamond-Blackfan', 'Gray Platelet Syndrome', 'Hypertensive disease', 'Multi-infarct dementia', 'Plague', 'Carpal Tunnel Syndrome', 'Influenza', 'Testicular regression syndrome', 'Papillon-Lefevre Disease', 'Thrombophilia', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Pneumocystis jiroveci pneumonia', 'Amyotrophic Lateral Sclerosis, Sporadic', 'Gonorrhea', 'Obesity', 'Oculocerebrocutaneous syndrome', ""Little's Disease"", 'Diabetes Mellitus', 'Encephalomyelitis, Western Equine', 'Chronic otitis media', 'Lung Diseases, Obstructive', 'Hematological Disease', 'Hypotrichosis simplex', 'Arthrogryposis renal dysfunction cholestasis syndrome', 'Disease', 'Catch - Finding of sensory dimension of pain', 'Feeling despair', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/,blood types and covid-19,jack32 @jack32,92,4600.568181818182
89,"['Pneumonia', 'Vitamin D Deficiency', 'Influenza', 'post viral fatigue', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Chronic Obstructive Airway Disease', 'Bronchitis', 'Wolf-Hirschhorn Syndrome', 'Testicular regression syndrome', 'Bronchitis, Chronic', 'Pneumonia, Bacterial', 'Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Infantile Neuroaxonal Dystrophy', ""Little's Disease"", 'Multiple Epiphyseal Dysplasia', 'cold symptoms', 'Myocardial Infarction', 'Chest Pain', 'Tired', 'Fatigue', 'Spasm', 'Pain', 'Sleeplessness', 'Breathing abnormally deep', 'Productive cough', 'Dry cough', 'Coughing', 'Asthenia', 'Hot flushes', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Pneumonia', 'Vitamin D Deficiency', 'Influenza', 'post viral fatigue', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Chronic Obstructive Airway Disease', 'Bronchitis', 'Wolf-Hirschhorn Syndrome', 'Testicular regression syndrome', 'Bronchitis, Chronic', 'Pneumonia, Bacterial', 'Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Infantile Neuroaxonal Dystrophy', ""Little's Disease"", 'Multiple Epiphyseal Dysplasia', 'cold symptoms', 'Myocardial Infarction', 'Chest Pain', 'Tired', 'Fatigue', 'Spasm', 'Pain', 'Sleeplessness', 'Breathing abnormally deep', 'Productive cough', 'Dry cough', 'Coughing', 'Asthenia', 'Hot flushes', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/,confused about covid-19 symptom progression,mkqq @mkqq,36,1800.561797752809
90,"['Autoimmune disease (systemic) NOS', 'Postural Orthostatic Tachycardia Syndrome', 'Critical Illness', 'Carpal Tunnel Syndrome', 'Common Cold', 'Tropical Spastic Paraparesis', 'Cancer-Associated Retinopathy', 'Terminal illness', 'Myocardial Ischemia', 'Gonorrhea', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Punctate inner choroidopathy', ""Little's Disease"", 'Lung Diseases, Obstructive', 'Gray Platelet Syndrome', 'Signs and Symptoms', 'Memory Loss', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Autoimmune disease (systemic) NOS', 'Postural Orthostatic Tachycardia Syndrome', 'Critical Illness', 'Carpal Tunnel Syndrome', 'Common Cold', 'Tropical Spastic Paraparesis', 'Cancer-Associated Retinopathy', 'Terminal illness', 'Myocardial Ischemia', 'Gonorrhea', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Punctate inner choroidopathy', ""Little's Disease"", 'Lung Diseases, Obstructive', 'Gray Platelet Syndrome', 'Signs and Symptoms', 'Memory Loss', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://connect.mayoclinic.org/discussion/life-is-an-adventure-how-to-keep-it-up-with-covid-19/,life is an adventure - how to keep it up with covid-19?,"sue, volunteer mentor @sueinmn",48,2400.5555555555557
